Sample	Category	
sample #5133, elevator 3a push core 47, collected at hydrate ridge north during jason ii dive j2-593 from an area of active seepage marked by bubble ebullition and surface expression of white microbial mat		
sample #5579, elevator 3a push core 41 containing 12 cm of sediment, collected at hydrate ridge north during jason ii dive j2-593 from an area of active seepage marked by bubble ebullition and surface expression of white microbial mat		
sample b1-br-g2; brine of lake bitter-1		
sample enriched by filtering microbes from a single sponge		
sample obtained at a depth of 410 m from a borehole sample that was drilled at the savannah river site		
samples collected from a food waste commercial bioreactor (baku baku)		
samples of compost		
samples taken from a deep-sea hydrothermal vent community along the east pacific rise		
sanitary landfill		
santa ana national wildlife refuge, texas		
sanwei salt field		
sap		
sapporo, hokkaido, japan		
saprolite core		
sc, usa		
scabby potato		
schirmacher oasis, antarctica		
school street marsh		
sclera		
scrotum		
scutellaria, liaoning, china, the genome was sequenced to make the comparative genomic sequence analysis of nitrogen fixation		
se la pass		
sea chest		
sea ice		
sea ice, mcmurdo sound antarctica		
sea ice, off point barrow		
sea salt		
sea sparkle bloom region		
sea squirt		
sea surface micro layer sample		
sea surface microlayer		
sea-ice		
sea-tidal flat		
secreta		
secrete		
sedge blade surface		
segment 1 of single filament from gc246 mud volcano site		
segment 2 of single filament from gc246 mud volcano site		
segment 3 of single filament from gc246 mud volcano site		
segment 4 of single filament from gc246 mud volcano site		
segment 5 of single filament from gc246 mud volcano site		
segment 6 of single filament from gc246 mud volcano site		
sekret		
self-heated compost		
semen		
semen sample		
senmaizuke		
separated from the corpses of silkwormsthat had died due to bb natural infection in daiyuedistrict, taian city, shandong province, china.		
sepsis		
septic arthritis		
septic arthritis in hock		
septic wound		
septicemia in a late-term, aborted,caprine fetus		
sera		
serial dilution to near-extinction liquid culture of strain te7		
serifos, towards hora from beach		
serpentinized peridotite in indian ocean		
setaria italica		
settle dust from an indoor track field house		
severe campylobacteriosis a strain able to growth under aerobic condition		
severe trauma site		
shallow aquifier sediment		
shallow geothermally heated seafloor		
shallow marine deposits (coastal shelf mud) of the amazon river delta off of the coast of brazil		
shallow marine solfataric (volcanic area that gives off sulfuric gases) region at vulcano island, italy		
shallow subarine vent system at thekolbeinskey ridge		
shallow-sea hydrothermal system		
shandong china		
sheath brown rot lesion on the rice type irri elite		
shelf		
shellfish monitoring program		
shin wound		
shirasu		
shiraz		
shochu mash		
shoulder ulcer		
shower in hotel bathroom		
showerhead		
shrimp culture water		
siberian permafrost		
sichuan, china		
sichuan,china		
sifter powder		
single cell amplified by mda; collected from the gulf of mexico, station 5, 1m under the surface		
single cell amplified by mda; hadopelagic water column of the puerto rico trench at 8200 m depth		
single cell amplified by mda; upper convective layer 1, deep sea brine		
single cell isolate		
single cell isolation		
single cell of the protist pseudotrichonympha grassii which resides		
single colony		
single host individual and employing a simple and rapid purification method to obtain exceptionally pure endosymbiont material for sequencing		
single patient with a c. difficile infection; toxigenic		
single strain isolated from microbial consortium enriched at the cathode of a solar microbial fuel cell originally enriched from seawater collected near rutgers, nj		
single-cell amplified by mda; hadopelagic water column of the puerto rico trench at 8200 m depth		
single-cell amplified by mda; producedoilfield water		
single-cell amplified by mda;methanogenic alkane degrading enrichment culture from oilsands tailings pond		
single-cell amplified by mda;shell-attached epibiont of snail collected from methaneseep snail community; sample contaminated with otherorganisms due to its size (approx. 1mm to 2 microns)		
sink aerator		
sink drain		
sinus		
sinus (carrier)		
sinus aspirate culture		
sinus tissue		
sinusitis in upper jaw		
site contaminated with petroleum hydrocarbon spill of automobile service station, junagadh, a district of gujarat state, india		
skeletal muscle		
skin		
skin abscess		
skin and gills of lutjanus vivanus		
skin and soft tissue		
skin and soft tissue infection		
skin infection		
skin lesion		
skin lesion/groin		
skin mucus		
skin pyoderma		
skin sample		
skin swab		
skin swab sample		
skin ulcer		
skin wound		
skin, finger		
slaughter house		
slaughterhouse		
slime		
slime streamers and attached to pyrite surfaces at a sulfide ore body		
slpeen		
slush of soda lake		
small colon		
small intestine		
small intestine of sus scrofa domesticus		
small stones		
snake-bite wound		
snow		
soda lakes, can thrive at ph 10 and salt concentrations up to 4 m sodium and 3 m potassium		
soft lesion		
soft tissue		
soft tissue (axilla)		
soft tissue (finger)		
soft tissue (foot)		
soft tissue (knee)		
soft tissue (leg)		
soft tissue (nasal)		
soft tissue (skin)		
soft tissue infection of skin		
soft tissue samples		
solanum tuberosum		
solanum tunerosum		
soldier combat wound		
solfatara on kodakara island, japan		
solfataric (volcanic area that gives off sulfuric gases) field		
solfataric field of uzon caldera		
solfataric thermal field close tomoutnovsky volcano		
solidago sp		
solution used in kidney dialysis		
son-killer strain of wasp, nasonia vitripennis		
sore		
sour beer		
sour cassava		
sour grain mash		
south kaneohe bay, near mcbh, oahu, hawaii		
spacecraft-assembly facility of the jetpropulsion laboratory		
spain		
spartina maritima, growing in salt marshes		
specimen		
spermophilus dauricus		
spetum; sputum		
sphagnum bog		
sphagnum bog near kastanienbaum		
spinal fluid		
spinal lesion		
spinal lesions		
spine		
spitsbergen, norway		
spleen		
spleen, autopsy		
spleen, lymph nodes		
spontaneous cocoa bean heap fermentation		
spontaneous rifampin-resistant isolatefrom atcc 43816		
spontaneus mutant of uc8547		
sporadic human listeriosis case, is a representative of ribotype dup-1042b		
sporadic listeriosis case		
spores		
sporocarp of laccaria bicolor strain s238n		
spring bog		
stadium seat		
stainless steel cathode exposed to natural seawater		
stainless steel university entrance sign		
stalk		
stalk tissue		
stallion, pre-export checks		
staphylococcus aureus ms4(geneank : cp009828)		
staphylococcus aureus n315(geneank accession: ba000018		
starch		
starter culture		
starter culture for dairy fermentation		
station kn192-5-11, south atlantic sub-tropical gyre		
steamed conch		
steeping fluid of eroded bamboo slips		
sterile site		
sterile tools		
sternum		
stock collection at iowa state university		
stomach		
stomach biopsy		
stomach contents		
stone surface covered by lichens (usnea antarctica)		
stored grain		
stored grains		
strain		
strain b		
strain d39		
strain ev g. gerard, g robic (vaccine strain ev line niieg is mutant strain, was isolated from other stain ev gerard and robic)		
strain hg001 was generated by silvia herbert in 2010 in the microbial genetics department of university of tubingen, germany; herbert received the parental strain nctc8325 from richard novick (nyu langone medical center); parental strain nctc8325 was isolated in 1960 from a sepsis patient at colindale, central public health laboratory, london, uk		
strain hg003 was generated by silvia herbert in 2010 in the microbial genetics department of university of tubingen, germany; herbert received the parental strain nctc8325 from richard novick (nyu langone medical center); parental strain nctc8325 was isolated in 1960 from a sepsis patient at colindale, central public health laboratory, london, uk		
strain pcc 7005 derived from strain 1036		
stratosphere at an altitude of 41		
straw		
straw bedding		
streptococcal toxic shock syndrome case (stss) during pregnancy		
striated muscle		
stromatolite		
stromatolite of socompa lake		
stromatolites		
sts		
sts bone		
study of microbial communities on bat wings		
styela canopus, a tunicate collected		
styela clava		
styrian pumpkin anthrosphere		
sub-cutaneous abscess		
subculture of mycobacterium bovis bcg str. tokyo 172		
subcutaneous abscess		
subcutaneous biopsy		
subcutaneous granuloma		
subgaleal pus		
subgingival dental plaque		
subgingival dental plaque, periimplantitis		
subgingival dental plaque, periodontitis		
subgingival plaque		
subgingival plaque and sequenced with 454 technology		
submarine hot vent		
submerged spirit vinegar productionthe elucidation of the mechanisms		
subphrenic abscess		
subsurface core at 180 m depth		
subsurface mine microbial mat		
